id_property,id_business,business_name,business_area,business_category,business_sub_category
FCC0094854,13423,S & K Best Quality Enterprise,320.015,Consumer discretionary,Other
FCC0017353,1658,Integrity digital technology,404.17,Consumer staples,Other
FCC0101069,13424,Phoebe Enterprise,672.6271,Portfolio,Consumer Discretionary (certificate)
FCC0052489,4936,Grace jays,419.21,Consumer discretionary,Building materials retail
FCC0110645,13717,Aqua Zam Zam Company Limited,1210,Portfolio,General Merchandise (Limited Company)
FCC0001471,126,My hope net.,1804.47,Consumer staples,Other
FCC0112544,13427,Latoya Enterprise  Shop (1),378.2,Consumer discretionary,Other
FCC0112544,13428,Latoya Enterprise,378.2,Consumer discretionary,Other
FCC0101261,9683,NA,238,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0026896,13430,Sonnelt Limited  (store 2),441.9925,Portfolio,General Merchandise /Services
FCC0026896,13431,Sonnelt Limited  (store 1),441.9925,Portfolio,General Merchandise /Services
FCC0026896,13429,Sonnelt Limited  (store 3),441.9925,Portfolio,General Merchandise /Services
FCC0026133,13432,Super Crown (SL) Ltd,1101.73,Portfolio,General Merchandise /Services
FCC0123486,13399,NA,0,NA,NA
FCC0000067,12468,Sierra Leone Explosive Limited,3684.62,Materials Manufacturing/Industrials/Services,Industrial plant or processor
FCC0000609,13434,Mills Enterprise,584.17505,Consumer discretionary,Other
FCC0111712,13485,Amadu Bah,42.8,Consumer staples,Typical provision shop
FCC0158502,13435,Bigluma Pharmacy,286.2,Portfolio,Pharmacy (certificate)
FCC0035148,13438,Yassien Yas Glow Enterprise,307.0025,Portfolio,General Merchandise /Services
FCC0055026,13439,A Boyoh IT Solution Internet Cafe,673.195,Portfolio,Consumer Discretionary (certificate)
FCC0026396,13437,Foday Sesay,460.0225,Consumer staples,"Foods, Beverages and Staples"
FCC0096211,9210,Navo and Associates,1218.47,Materials Manufacturing/Industrials/Services,Consulting & Legal Services and other professional services
FCC0021056,13440,Ibrahim Enterprise,355.198,Consumer discretionary,Other
FCC0086404,8235,Liquid Spot,2421.94,Consumer discretionary,Restaurants Bars
FCC0022173,13441,Brac Micro Finance,603.2,Portfolio,Suppliers
FCC0021229,13442,Onlime (SL) Limited,909.55,Portfolio,Construction Ministry of Works - Premium
FCC0073189,13443,Onlime (SL) Limited,554.8,Portfolio,General Merchandise /Services
FCC0099066,13444,Onlime (SL) Limited,4894.75,Portfolio,Construction Ministry of Works - Premium
FCC0064961,13445,Mohamed Barrie,470,Consumer discretionary,Other
FCC0068770,13446,Tantyz,2025.71,Consumer discretionary,Other
FCC0065009,13447,Yobah Enterprise,333.75,Portfolio,General Merchandise /Services
FCC0038167,13449,Unique Technology Limited,1156.856,Portfolio,General Merchandise (Limited Company)
FCC0018841,13455,Shavic Enterprise,481.9525,Portfolio,General Merchandise /Services
FCC0088459,13450,Soccer Graphic Printing,344.01202,Portfolio,General Merchandise /Services
FCC0075576,13454,Fakmos  Enterprise,1087.2925,Portfolio,General Merchandise /Services
FCC0067618,13451,Thaduba DUBS,752.255,Portfolio,Consumer Discretionary (certificate)
FCC0039331,3738,NA,794.565,Consumer discretionary,Building materials retail
FCC0039331,3739,NA,794.565,Consumer discretionary,Tailor shop
FCC0039331,13459,Imran & Shayan Enterprise,794.565,Portfolio,Consumer Discretionary (certificate)
FCC0102588,13456,Prestige Apparels,686.92,Portfolio,General Merchandise /Services
FCC0041263,13458,Ask All Investment (SL) Limited,484.745,Portfolio,General Merchandise /Services
FCC0063298,5982,S N Key Enterprise,1276.9926,Portfolio,Suppliers
FCC0043158,4112,Abunet Enterprise,613.1125,Consumer staples,"Foods, Beverages and Staples"
FCC0011502,1064,Luma store,683.61,Consumer staples,"Foods, Beverages and Staples"
FCC0011502,13463,Memmo's Enterprise,684,Consumer staples,"Foods, Beverages and Staples"
FCC0046274,4389,NA,794.895,Materials Manufacturing/Industrials/Services,Other
FCC0008835,13465,Bilkisu Investment,282.8735,Consumer staples,Typical provision shop
FCC0078728,13468,Mafoh Enterprise,78.9475,Consumer staples,Other
FCC0092868,8886,NA,214.625,Consumer staples,"Foods, Beverages and Staples"
FCC0158368,13469,Mabinty Dumbuya's Enterprise,150,Consumer staples,Typical provision shop
FCC0101509,9706,NA,146.4375,Consumer discretionary,Household durable products
FCC0158658,13476,NA,0,NA,NA
FCC0093393,8941,Afcon sierra Leon limited.,3911.14,Consumer discretionary,Other
FCC0063906,6058,Afcon Sierra Leone limited,7213.71,Consumer discretionary,Other
FCC0070811,6717,Prospect Engineering Consultant,1021.09,Materials Manufacturing/Industrials/Services,Consulting & Legal Services and other professional services
FCC0070811,6718,Flojam Fashion Boutique,1021.09,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0076931,7328,Amizain Boutique,346.85,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0067427,13480,Mama Mando Enterprise,654.45,Consumer staples,Typical provision shop
FCC0025070,2355,Super Star Barbing Shop,1709.44,Consumer discretionary,Barbers/hair or nail saloon
FCC0005396,490,Mercell's Favourite,266.155,Consumer discretionary,Restaurants Bars
FCC0005396,13482,Cokie's Cookery & Bar,266.155,Portfolio,Consumer Staples (certificate)
FCC0026127,2466,Yada Williams and associate,5819.06,Consumer discretionary,Other
FCC0039680,13489,Endwell Technology Solutions,303.4625,Portfolio,Suppliers
FCC0026127,13484,Jampur (SL) Limited,872.8591,Portfolio,Logistics
FCC0056766,5358,Art and craft,710.64,Consumer discretionary,Other
FCC0087030,8292,West Africa Network for Peace building,2525.77,Communication services,Other
FCC0087030,13497,Hudma's Investment and General Merchandise,1262.885,Portfolio,General Merchandise /Services
FCC0043257,13496,Kat Bee Limited,1178.0541,Portfolio,Consumer Discretionary (certificate)
FCC0034331,3248,LB enterprise,307.98,Consumer discretionary,Other
FCC0034331,13498,ORYA SESAY,153.99,Consumer staples,"Foods, Beverages and Staples"
FCC0116067,13504,Safco,4259,Portfolio,Suppliers
FCC0013588,13505,Arun Diz Enterprise,72.564,Consumer staples,Typical provision shop
FCC0013588,13507,Arun Diz Enterprise,72.564,Consumer staples,Typical provision shop
FCC0005582,515,WOMEN'S VOCATIONAL TRAINING CENTER,5738.7827,Consumer discretionary,Private Schools
FCC0130481,13508,Foam Tech,2075,Consumer discretionary,Household durable products
FCC0094508,9044,NA,146.81,Consumer staples,Other
FCC0050329,13510,2nd Avenue Enterprise,377.33002,Consumer discretionary,Other
FCC0085487,13511,Ibrahim And Kadia Enterprise,750.635,Portfolio,Consumer Discretionary (certificate)
FCC0029445,2781,Diamond Bella make over enterprise,1661.98,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0056736,5357,Masem Family Pure Water,292.73,Portfolio,Suppliers
FCC0029445,2782,Jama gigia global ltd,1661.98,Materials Manufacturing/Industrials/Services,Other
FCC0078673,13516,Sorika & Sons Enterprise,610.8,Portfolio,Suppliers
FCC0158680,15670,H 4 PLAST COMPANY LIMITED,4973,Portfolio,Construction Ministry of Works - Class I
FCC0006936,13517,Suledna Enterprise,261.48,Portfolio,Consumer Discretionary (certificate)
FCC0021321,10030,Kouma Enterprises,160,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0021321,10031,,225,Consumer staples,"Foods, Beverages and Staples"
FCC0021321,10032,S Bah Enterprises,200,Consumer discretionary,Motor Cars and components
FCC0021321,10033,Provision shop,360,Consumer staples,"Foods, Beverages and Staples"
FCC0021321,10034,Drug store,192,Consumer staples,"Foods, Beverages and Staples"
FCC0093367,8935,MAG Energy,471.48,Energy,Other
FCC0110352,13524,Gracillia Enterprise,654,Consumer staples,Typical provision shop
FCC0062721,10027,Bah Tailoring shop,120,Consumer discretionary,Tailor shop
FCC0062721,10028,F&I Enterprises,72,Consumer staples,"Foods, Beverages and Staples"
FCC0031004,2932,Gabi enterprise,372.0325,Consumer staples,"Foods, Beverages and Staples"
FCC0041263,13535,Kamzacka Interior Design,1938.98,Consumer discretionary,Other
FCC0056534,13528,VANILLA COMPLEX,2308.5,Portfolio,Suppliers
FCC0054803,13520,Sunky Bee Enterprise,140.68001,Portfolio,Suppliers
FCC0093367,13523,Flight Mode (SL) Limited,471.48,Portfolio,General Merchandise (Limited Company)
FCC0053134,5010,Asia Restaurant,2494.905,Consumer discretionary,Restaurants Bars
FCC0057690,13536,Doraman Kiddies Pub,323.18,Consumer discretionary,Other
FCC0110645,13525,Alpha Construction And General Supplies Limited,1210,Portfolio,General Merchandise (Limited Company)
FCC0095224,13527,Lorrain Solutions Limited,1373.025,Portfolio,Consultancy
FCC0052303,13537,Zacgina Cleaning Agency,1033.84,Portfolio,General Merchandise (Limited Company)
FCC0038053,13530,Blesses Mokaba Central Community Center,2238.26,Portfolio,Clinic
FCC0035555,13531,Naomi's Enterprise,787,Consumer staples,"Foods, Beverages and Staples"
FCC0099567,13533,A Barrie Enterprise,1251.05,Portfolio,Suppliers
FCC0000804,13534,Avocado Investment,971.71,Consumer discretionary,Other
FCC0112318,14729,CHOITRAM MEMORIAL HOSPITAL,7085.75,Portfolio,Construction Ministry of Works - Premium
FCC0112327,14727,CHOITRAM MEMORIAL HOSPITAL,15346,Portfolio,Construction Ministry of Works - Premium
FCC0001095,13539,Guru Nanak Enterprise,861.53,Portfolio,General Merchandise /Services
FCC0053734,13540,AMDD Enterprise,659.94006,Consumer discretionary,Building materials retail
FCC0078001,13544,I S Enterprise,236.65,Consumer staples,Typical provision shop
FCC0078138,13538,Goodies Enterprise,669,Consumer staples,"Foods, Beverages and Staples"
FCC0013899,13542,Dawn To Dusk Enterprise,782.832,Portfolio,Consumer Discretionary (certificate)
FCC0075026,7141,"Sayenoh Building Materials And Trading, Building Materials",962.67,Consumer discretionary,Building materials retail
FCC0082919,7921,West Africa Modern Tailoring Boutique,702.1625,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0082919,7923,DE - WARDROBE,2106.4873,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0082919,13555,Turner Marine  SL Limited,2808.65,Materials Manufacturing/Industrials/Services,Other
FCC0076819,13548,Sindh Buildind Materials,474.9,Portfolio,Suppliers
FCC0108466,14728,CHOITRAM MEMORIAL HOSPITAL,7404,Portfolio,Construction Ministry of Works - Premium
FCC0016934,13550,De Rachael's Global Services Limited,152.43001,Portfolio,General Merchandise (Limited Company)
FCC0074616,7098,Sidco Trading,1492.005,Portfolio,Construction Ministry of Works - Premium
FCC0099249,9500,Timbo PlayStation,157.71,Consumer discretionary,Other
FCC0099249,9501,Kamalo Investment,157.71,Consumer staples,Typical provision shop
FCC0099249,13552,Ibrahim Sesay,158,Consumer staples,Typical provision shop
FCC0008595,13561,Mango Peak (SL) Limited,2089.65,Portfolio,General Merchandise (Limited Company)
FCC0047317,4480,Ambchelle investment company limited,542.7025,Financials,Discount house
FCC0047317,13563,Charlie's View,1085,Consumer staples,"Foods, Beverages and Staples"
FCC0047317,4482,Nasmeeda enterprise,542.7025,Energy,Oil and Gas
FCC0056544,5333,Green World Product,2645.45,Consumer staples,Drug stores or pharmacies
FCC0056544,5334,Multi Links,1322.725,Communication services,Telecommunications
FCC0056544,5335,W. J . Pharmaceuticals,1322.725,Portfolio,Construction Ministry of Works - Class I
FCC0067427,13564,Camiju Investment,818.0625,Consumer discretionary,Other
FCC0023831,13565,Marialph Enterprise,500.0875,Portfolio,Suppliers
FCC0040593,3850,NA,194.61,Consumer staples,"Foods, Beverages and Staples"
FCC0099567,9527,Kadisha Investment,1251.05,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0059818,13568,Masiama And Sons,149.405,Portfolio,Consumer Discretionary (certificate)
FCC0006149,13571,Dul's Kay Enterprise,634.5975,Consumer discretionary,Building materials retail
FCC0063503,6009,A212,58.13,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0019808,13573,Emmnat Construction & General Services Limited,1360.86,Portfolio,Construction Ministry of Works - Class III
FCC0093005,8905,Daabia Enterprise,543.67,Consumer staples,"Foods, Beverages and Staples"
FCC0093005,8906,Beeba Enterprise,543.67,Materials Manufacturing/Industrials/Services,Building Materials production
FCC0063886,13578,Falb Enterprise,400,Consumer discretionary,Other
FCC0044933,13583,N.P (SL) Ltd,9294.391,Energy,Petrol station
FCC0061314,5815,Alhaji Alpha Bah,361.1925,Consumer staples,"Foods, Beverages and Staples"
FCC0035052,3316,Moxiao Enterprise,651.47,Consumer discretionary,Other
FCC0035052,15422,PENGFEI  ENTERPRISE,325.735,Portfolio,Suppliers
FCC0028566,2700,NA,242,Consumer discretionary,Other
FCC0101926,9742,Y.D. Drug store,373.3725,Consumer staples,Drug stores or pharmacies
FCC0100434,13592,City Pharmacy,3491.52,Consumer discretionary,Private healthcare
FCC0158441,13580,Believe in God,286.75,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0015110,1445,Rahim and Bailor Investment,372.25,Consumer discretionary,Household durable products
FCC0015110,1446,Allah Jaramah Investment,372.25,Consumer discretionary,Motor Cars and components
FCC0015110,13594,Yhele Enterprise,372.25,Consumer discretionary,Motor Cars and components
FCC0029334,2768,Blackphase Fast food,124.125,Consumer discretionary,Restaurants Bars
FCC0029334,2769,Faib Enterprise,124.125,Consumer staples,Typical provision shop
FCC0041263,13596,Papi Dex Enterprise,969.49,Consumer discretionary,Other
FCC0088303,13602,Nai li Shoes Store,740.63,Portfolio,General Supplies (Limited company)
FCC0063254,13603,Juliana Daboh Consultancy,801.6091,Portfolio,Suppliers
FCC0098370,13598,MAK'S LIFETIME,313.59302,Portfolio,Consumer Discretionary (certificate)
FCC0039395,12628,Han To Mot Enterprise (Sl) Limited,369.0825,Portfolio,General Merchandise (Limited Company)
FCC0135277,13604,Sierra Tower (SL) Limited,14232,Portfolio,General Merchandise (Limited Company)
FCC0039080,3711,Kadiatu and sons enterprise,503.8775,Consumer staples,"Foods, Beverages and Staples"
FCC0039080,3712,NA,503.8775,Consumer staples,"Foods, Beverages and Staples"
FCC0064470,6107,AbuBakarr Bah,240.0525,Consumer staples,"Foods, Beverages and Staples"
FCC0080989,7745,Super Holdings Ltd.,35664.8,Consumer discretionary,Other
FCC0060425,13610,FMT and Sister's,866.23,Portfolio,Consumer Discretionary (certificate)
FCC0052739,12709,Sierra Construction System,4907.42,Materials Manufacturing/Industrials/Services,Construction company
FCC0158402,13606,Autohealth (SL) Limited,2457,Portfolio,General Supplies (Limited company)
FCC0026333,2482,Altitude logistics company,975.79,Consumer discretionary,Transport company
FCC0018581,10194,Frank Anugo Auto spares,136,Consumer discretionary,Motor Cars and components
FCC0018581,10195,F b m and sons Enterprise,110.5,Consumer discretionary,Household durable products
FCC0018581,10196,Grownet technology,161.5,Consumer discretionary,Other
FCC0018581,10197,Amit beauty saloon,80.5,Consumer discretionary,Barbers/hair or nail saloon
FCC0018581,10198,,63,Consumer discretionary,Household durable products
FCC0018581,10199,Mayalie grassroot business centre,90,Consumer staples,"Foods, Beverages and Staples"
FCC0018581,10200,S k electronics shop,67.5,Consumer discretionary,Household durable products
FCC0018581,10201,,308,Consumer staples,"Foods, Beverages and Staples"
FCC0080215,7687,Chinedum electrical and electronics enterprise,252.7275,Consumer discretionary,Household durable products
FCC0080215,7688,FBM and Son's Enterprise,252.7275,Consumer discretionary,Household durable products
FCC0026333,2483,Kubrah fashion,487.895,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0026333,15500,KAJEZU (SL) LIMITED,243.9475,Portfolio,General Merchandise /Services
FCC0026333,2484,Fars kay enterprise,487.895,Consumer staples,Typical provision shop
FCC0026333,13609,MS Legal Advisory Oluwafunmilayo Chambers,975.79,Materials Manufacturing/Industrials/Services,Consulting & Legal Services and other professional services
FCC0100331,9588,NA,391.375,Consumer staples,"Foods, Beverages and Staples"
FCC0075538,13830,Hammond international,1783,Consumer discretionary,Other
FCC0019501,13832,Hammond international School,19501,Consumer discretionary,Private Schools
FCC0060449,5716,No name,218.41,Materials Manufacturing/Industrials/Services,Other
FCC0065724,13829,Hammond International School,684,Consumer discretionary,Private Schools
FCC0028393,13620,His Majesty Boutique,407,Portfolio,General Merchandise /Services
FCC0050818,4793,M s enterprise,425.7625,Consumer staples,Typical provision shop
FCC0071127,6739,NA,431.75,Consumer staples,"Foods, Beverages and Staples"
FCC0074741,13621,Ritcorp House,9733,Financials,Insurance company
FCC0039243,3724,British International School,1092.42,Consumer discretionary,Private Schools
FCC0110645,13617,Sho Beck's Pharmaceuticals,1210,Portfolio,Pharmacy (certificate)
FCC0079468,13619,Mbalmoh Designs,559.312,Portfolio,Consumer Discretionary (certificate)
FCC0026768,2527,Colegbaya Enterprise,527.8825,Consumer discretionary,Household durable products
FCC0069311,13625,Sidora Koti Enterprise,419.115,Consumer discretionary,Other
FCC0051908,13627,Sulmar International School,9591.62,Consumer discretionary,Private Schools
FCC0046978,13623,Ladies Parlor Enterprise,465.035,Portfolio,Consumer Discretionary (certificate)
FCC0012492,1164,NA,499.25,Consumer discretionary,Household durable products
FCC0012492,13632,Serra Agricultural Trade And Fishing Company (SL) Ltd,998.5,Portfolio,General Merchandise (Limited Company)
FCC0032492,13629,Wholesome of Life Store,141.476,Consumer discretionary,Other
FCC0004587,13630,Blue Kite Investment,395.516,Portfolio,Consumer Discretionary (certificate)
FCC0078526,7510,House of spring water,540.69,Consumer staples,Other
FCC0078526,7511,AJK Company,540.69,Consumer discretionary,Motor Cars and components
FCC0017589,12563,Loiwin Pharmaceuticals,436.48,Portfolio,Consumer Staples (certificate)
FCC0150801,13641,Ibrahim Jalloh's Enterprise,264.155,Consumer staples,Typical provision shop
FCC0095500,9145,NA,3680,NA,NA
FCC0116906,14726,SO PURE COMPANY,1325.4,Portfolio,Construction Ministry of Works - Class II
FCC0099014,9478,BESTO TRADING,1078.9875,Consumer discretionary,Other
FCC0015339,13636,Selected Digital Printing Services,490.6175,Portfolio,General Merchandise /Services
FCC0053371,5034,NA,2625.86,Consumer staples,Drug stores or pharmacies
FCC0019222,1829,NA,415.4975,Consumer discretionary,Tailor shop
FCC0015599,1498,NA,198.09,Consumer discretionary,Other
FCC0000756,65,Dr. Hawraa Fakih General medicine pedratics and adolescent medicine,2173.615,Portfolio,General Merchandise /Services
FCC0069764,6616,NA,524.5,Consumer discretionary,Other
FCC0050700,13638,Nubia Construction Company,1618.15,Portfolio,Construction Ministry of Works - Class III
FCC0018118,1726,Wuva wedding reception hall,2239.04,Consumer discretionary,Other
FCC0058316,13642,Montana Palace,4892.16,Consumer discretionary,Hotels
FCC0024928,13932,Standard Preparatory School,4845.39,Consumer discretionary,Private Schools
FCC0061193,14021,Skye Bank,5347,Portfolio,Construction Ministry of Works - Premium
FCC0053386,5037,Inestfly,2093,Consumer discretionary,Building materials retail
FCC0098160,9406,Millie enterprise,399.1025,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0094200,9015,Alive and Hassan Enterprise,834.91,Consumer staples,"Foods, Beverages and Staples"
FCC0004102,378,Country Lodge Hotel,2479.12,Consumer discretionary,Hotels
FCC0101759,9726,Jerry's (SL) Ltd Electrical & Domestic Appliances,727.4,Consumer discretionary,Household durable products
FCC0000966,89,Ramzain,1338.4,Consumer discretionary,Household durable products
FCC0093491,8952,Nation pharmaceutical,361.8875,Consumer staples,Drug stores or pharmacies
FCC0078267,7474,BME (SL) LIMITED,4258.16,Materials Manufacturing/Industrials/Services,Mining or natural extraction (incl. Exporter)
FCC0073057,15203,PEE CEE FOREIGN EXCHANGE BUREAU,1420.455,Portfolio,Suppliers
FCC0063135,5964,Dankama Enterprises,313.42,Consumer staples,Other
FCC0063135,5965,Atlanta Drug Store,313.42,Consumer staples,Drug stores or pharmacies
FCC0040931,3904,Tilda _kadis Boutique,545.35,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0040866,3892,Waylor Waylor Enterprise,914.04,Consumer discretionary,Other
FCC0016498,1578,Top attraction Tailor shop,253.505,Consumer discretionary,Tailor shop
FCC0060754,5752,Orange Country Kitchen,159.0475,Portfolio,Construction Ministry of Works - Class I
FCC0003605,336,NA,493.79,Consumer staples,"Foods, Beverages and Staples"
FCC0030339,2872,In God we trust,212.6,Consumer staples,"Foods, Beverages and Staples"
FCC0011221,13654,Jamid International,552.686,Portfolio,General Merchandise /Services
FCC0018371,1746,NA,12205.11,Consumer discretionary,Hotels
FCC0018371,13656,Bindtech and Logistics Investment,813.674,Portfolio,General Merchandise /Services
FCC0074679,7109,NA,720.655,Consumer staples,Wholesaler of consumer staples
FCC0074679,7110,NA,720.655,Consumer staples,Typical provision shop
FCC0024822,13658,Alifatu Supplies and General Construction,2156.18,Portfolio,Construction Ministry of Works - Class I
FCC0017354,1659,Edward and Isavid,890.75,Consumer staples,"Foods, Beverages and Staples"
FCC0017354,1660,PP's D Spine,890.75,Consumer discretionary,Restaurants Bars
FCC0013689,13662,National Stars,373.172,Portfolio,General Merchandise /Services
FCC0023495,13664,WNVD ENTERPRISE,44.706,Portfolio,Consumer Discretionary (certificate)
FCC0075873,13666,Covenant Multi Services,216.46,Portfolio,Construction Ministry of Works - Class III
FCC0019706,13667,INTEGEMS LIMITED CONSULTANCY,1263.14,Portfolio,Consultancy
FCC0095174,9111,NA,22.045,Consumer staples,"Foods, Beverages and Staples"
FCC0043917,13660,NCJ Global General Services Limited,119.55,Portfolio,General Merchandise (Limited Company)
FCC0041060,13684,Saloon Abdallah LTD,687.276,Portfolio,General Merchandise /Services
FCC0076205,7257,Taibu-jay Enterprises,794.33,Consumer discretionary,Other
FCC0076205,13669,Dominion Island,794.33,Portfolio,General Merchandise /Services
FCC0085433,8118,Gurudev Enterprise,78.805,Consumer staples,Typical provision shop
FCC0085433,8119,NA,236.41501,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0073195,13697,The Satellite Newspaper,1269,Consumer discretionary,Other
FCC0096211,13687,Standard Travel and Tours,1218.47,Portfolio,General Merchandise (Limited Company)
FCC0059980,13671,Earth Quake Multi Media,2205.75,Portfolio,Suppliers
FCC0158718,13673,Pottal Foreign Exchange Bureau,965,Portfolio,General Merchandise /Services
FCC0068215,13582,Chrisneh Enterprise,447.66403,Consumer discretionary,Other
FCC0066308,6292,Clearing and Forwarding Agencies,8536.08,Materials Manufacturing/Industrials/Services,Consulting & Legal Services and other professional services
FCC0066308,13675,Konie Esther Kamara Enterprise,1422.68,Portfolio,General Merchandise /Services
FCC0013791,1302,Sahid Nabie Enterprise,1453.595,Consumer discretionary,Building materials retail
FCC0013791,13680,Hajawaco Enterprise,1453.595,Portfolio,General Merchandise /Services
FCC0004072,13688,Wickburn Foreign Exchange Bureau,1619.11,Portfolio,General Merchandise /Services
FCC0022361,13682,Hajawaco Enterprise,1243.99,Portfolio,General Merchandise /Services
FCC0100441,13418,Prime Prints (SL) LTD,1903.22,Materials Manufacturing/Industrials/Services,Other
FCC0096343,13689,Andre's Ladies Footwear,739.5575,Portfolio,Consumer Discretionary (certificate)
FCC0022101,2072,Mummy saloon,323.525,Consumer discretionary,Barbers/hair or nail saloon
FCC0022101,13690,Wizz Enterprise,161.7625,Portfolio,Consumer Discretionary (certificate)
FCC0040495,3846,NA,1355.53,Consumer discretionary,Other
FCC0041060,3922,Pa Sweet,1145.46,Portfolio,Construction Ministry of Works - Premium
FCC0081946,13685,De Master Will Beauty Empire,4013.71,Consumer discretionary,Barbers/hair or nail saloon
FCC0028891,13691,Jaggas Enterprise,386.3375,Consumer discretionary,Restaurants Bars
FCC0067171,13693,Greenfield Farm,2743.4,Portfolio,General Merchandise /Services
FCC0067171,13692,Greenfield Farm,2743.4,Portfolio,General Merchandise /Services
FCC0005848,13694,Es Wai Kay Investment,71.705,Portfolio,Suppliers
FCC0038620,13695,C.S.C,2607.36,Portfolio,Construction Ministry of Works - Premium
FCC0003086,289,Fanta K. Enterprise,499.105,Consumer staples,Household and personal products
FCC0055940,13696,Kargbo Plus Technologies Limited,1646.23,Portfolio,General Merchandise (Limited Company)
FCC0037567,3571,Global,1499.03,Consumer discretionary,Building materials retail
FCC0015781,1520,Global,1291.3,Portfolio,Construction Ministry of Works - Class I
FCC0158368,13698,SAI TENG TRADING COMPANY LIMITED,2080.25,Portfolio,Consumer Discretionary (certificate)
FCC0015781,13699,SAI TENG TRADING COMPANY LIMITED,645.65,Portfolio,General Merchandise /Services
FCC0067185,13700,Petrojetty Limited,3188.06,Portfolio,Construction Ministry of Works - Premium
FCC0048942,4629,China empire,364.68,Consumer staples,Household and personal products
FCC0025019,2348,Off License,442.2775,Portfolio,Suppliers
FCC0025019,15195,OV TRAVEL LIMITED,884.555,Portfolio,General Merchandise /Services
FCC0158640,13702,Easy Solar,1378.5,Portfolio,General Merchandise /Services
FCC0098468,13704,Bamco (SL) Limited,286.294,Portfolio,General Merchandise (Limited Company)
FCC0053229,5022,Neoma enterprise,278.23,Consumer staples,"Foods, Beverages and Staples"
FCC0009870,905,Hedjazi furnish apartments,2498.97,Consumer discretionary,Hotels
FCC0038516,13706,Edal Drilling Company Ltd,1380,Materials Manufacturing/Industrials/Services,Mining or natural extraction (incl. Exporter)
FCC0002247,194,NA,161,Consumer staples,"Foods, Beverages and Staples"
FCC0075454,9910,Leocem,172439.95,Financials,Insurance company
FCC0049419,4663,Golden Memories Guest House,1842.29,Consumer discretionary,Hotels
FCC0015240,1461,Kenrylmond enterprise,1783.3,Consumer staples,"Foods, Beverages and Staples"
FCC0012897,13708,Dayeckisia Limited,794.245,Portfolio,General Merchandise /Services
FCC0101759,13711,Harris (SL) Limited,727.4,Portfolio,Suppliers
FCC0059768,13713,Tovesina Limited,578.22,Portfolio,General Merchandise /Services
FCC0158063,13716,Kings Care Pharmacy And Cosmetics,230,Portfolio,Consumer Staples (certificate)
FCC0048074,4543,Orange SL Limited,3125.8,Communication services,Telecommunications
FCC0008543,13719,WORKPAY AFRICA LIMITED,1449.44,Portfolio,General Merchandise (Limited Company)
FCC0114742,13721,Mariatu Kamara Enterprise,625.25,Portfolio,General Merchandise /Services
FCC0040767,3880,Banoyah enterprise,505.845,Consumer discretionary,"Textiles, Clothes, Luxury Goods"
FCC0089308,8500,Side Way Rest,680.0725,Consumer staples,Typical provision shop
FCC0089308,8501,Dulada Enterprise,680.0725,Consumer staples,Drug stores or pharmacies
FCC0040162,13725,WHYTE AND CO ENTERPRISE,722.52,Portfolio,General Merchandise /Services
FCC0070854,6723,NA,56.0125,Consumer discretionary,Tailor shop
FCC0052920,4977,Feeling cool Bar and restaurant,1278.53,Consumer discretionary,Restaurants Bars
FCC0044952,13728,Madlik Enterprise,1161.43,Portfolio,Consumer Discretionary (certificate)
FCC0056318,10159,Adizaine Enterprise,77.76,Consumer staples,"Foods, Beverages and Staples"
FCC0056318,10160,H and S international,103.8,Consumer discretionary,Other
FCC0056318,10161,Sheku musa,29.2,Consumer staples,"Foods, Beverages and Staples"
FCC0056318,10162,Futura Barbing shop,46.2,Consumer discretionary,Barbers/hair or nail saloon
FCC0056318,10163,Gbreil sesay,18.7,Consumer staples,"Foods, Beverages and Staples"
FCC0067801,6445,Winmat publishers limited,5368.42,Portfolio,Production Factory (Limited Company)
FCC0116571,14281,Gitex,9243,Portfolio,Construction Ministry of Works - Class I
FCC0037820,3602,Regent square bars (fula touch),758.51,Consumer discretionary,Restaurants Bars
FCC0116762,14278,Gitex,15048,Portfolio,General Merchandise (Limited Company)
FCC0116576,14275,Gitex,1932,Portfolio,Production Factory (Limited Company)
FCC0116573,14276,Gitex,8504,Portfolio,Construction Ministry of Works - Class I
FCC0005470,499,ABI SALAM BUILDING MATERIALS,652.11,Materials Manufacturing/Industrials/Services,Building Materials production
FCC0005470,500,A T J HOLDINGS SL LTD,1304.22,Materials Manufacturing/Industrials/Services,Consulting & Legal Services and other professional services
FCC0005470,498,Calmond Services,652.11,Consumer discretionary,Motor Cars and components
